,index,Company,TypeName,Inches,OpSys,Price,Resolution,Screen,Cpu Company,Cpu Core,Memory Size,Memory Type,Gpu Company,Weight Range,Ram Size,GHZ Size
191,720,Lenovo,Ultrabook,14.0,Windows 10,147091,2560x1440,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.5
192,735,Lenovo,Notebook,15.6,Windows 10,67936,1920x1080,Missing,Intel,i7,1TB,HDD,Intel,1-2 kg,4,2.7
193,744,Lenovo,Workstation,15.6,Windows 10,287705,3840x2160,IPS Panel,Intel,i7,1TB,SSD,Nvidia,2-3 kg,16,2.8
194,760,Lenovo,Gaming,15.6,Windows 10,91396,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
195,776,Lenovo,Notebook,15.6,Windows 7,206687,3840x2160,4K Ultra,Intel,i7,512GB,SSD,Nvidia,2-3 kg,16,2.7
196,784,Lenovo,Ultrabook,14.0,Windows 10,200495,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.7
197,787,Lenovo,Gaming,15.6,Windows 10,87122,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,4,2.8
198,792,Lenovo,2 in 1 Convertible,13.3,Windows 10,171803,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.7
199,798,Lenovo,2 in 1 Convertible,13.9,Windows 10,117646,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
200,815,Lenovo,Ultrabook,14.0,Windows 10,162123,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
201,822,Lenovo,Ultrabook,14.0,Windows 10,217937,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.7
202,831,Lenovo,Ultrabook,14.0,Windows 10,183053,2560x1440,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.6
203,853,Lenovo,Ultrabook,14.0,Windows 10,165960,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,1-2 kg,8,2.8
204,867,Lenovo,2 in 1 Convertible,13.3,Windows 10,170059,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
205,883,Lenovo,Notebook,15.6,Windows 10,58343,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.5
206,903,Lenovo,Ultrabook,14.0,Windows 10,178693,1920x1080,IPS Panel,Intel,i7,256GB,HDD,Intel,1-2 kg,8,2.7
207,912,Lenovo,Notebook,15.6,Windows 10,68808,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,6,2.7
208,926,Lenovo,Ultrabook,12.5,Windows 10,143896,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
209,933,Lenovo,2 in 1 Convertible,13.3,Windows 10,156890,3200x1800,IPS Panel,Intel,i7,1TB,SSD,Intel,1-2 kg,16,2.2
210,947,Lenovo,Notebook,15.6,No OS,59738,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.7
211,954,Lenovo,Ultrabook,14.0,Windows 10,129854,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.6
212,987,Lenovo,Gaming,15.6,Windows 10,103692,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
213,1017,Lenovo,Notebook,17.3,Windows 7,258839,3840x2160,IPS Panel,Intel,i7,512GB,SSD,Nvidia,2-3 kg,16,2.7
214,1040,Lenovo,2 in 1 Convertible,15.6,Windows 10,73866,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,4,2.5
215,1048,Lenovo,Gaming,17.3,Windows 10,199710,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,3-4 kg,16,2.6
216,1050,Lenovo,Notebook,14.0,Windows 7,228490,2560x1440,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,16,2.6
217,1074,Lenovo,Ultrabook,12.5,Windows 10,149433,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
218,1081,Lenovo,Gaming,17.3,Windows 10,282560,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Nvidia,3-4 kg,32,2.7
219,1104,Lenovo,Gaming,15.6,Windows 10,104564,1920x1080,Missing,Intel,i7,512GB,SSD,Nvidia,2-3 kg,16,2.8
220,1116,Lenovo,Gaming,17.3,Windows 10,239826,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,3-4 kg,16,2.7
221,1125,Lenovo,2 in 1 Convertible,14.0,Windows 10,145553,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
222,1131,Lenovo,2 in 1 Convertible,14.0,Windows 7,178813,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Nvidia,1-2 kg,8,2.6
223,1135,Lenovo,Notebook,15.6,Windows 10,95843,1920x1080,Missing,Intel,i7,1.0TB,HDD,AMD,2-3 kg,16,2.5
224,1140,Lenovo,2 in 1 Convertible,14.0,Windows 10,212792,2560x1440,IPS Panel,Intel,i7,512GB,SSD,Intel,2-3 kg,16,2.6
225,1149,Lenovo,2 in 1 Convertible,14.0,Windows 10,203984,2560x1440,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
226,1157,Lenovo,Ultrabook,14.0,Windows 7,200495,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,12,2.6
227,1160,Lenovo,Ultrabook,14.0,Windows 7,130727,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.6
228,1174,Lenovo,Notebook,15.6,No OS,61831,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.7
229,1176,Lenovo,Notebook,15.6,Windows 7,71948,1920x1080,Missing,Intel,i7,1.0TB,HDD,Intel,2-3 kg,4,2.5
230,1177,Lenovo,Gaming,15.6,Windows 10,113809,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Nvidia,3-4 kg,16,2.6
231,1181,Lenovo,Ultrabook,15.6,Windows 10,72471,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,1-2 kg,6,2.7
232,1201,Lenovo,Notebook,15.6,No OS,54855,1366x768,Missing,Intel,i7,500GB,HDD,Nvidia,2-3 kg,8,2.5
233,1218,Lenovo,Gaming,15.6,Windows 10,110931,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.6
234,1220,Lenovo,Notebook,15.6,Windows 10,133344,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,2-3 kg,8,2.6
235,1228,Lenovo,Gaming,15.6,Windows 10,89739,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,16,2.6
236,1230,Lenovo,Netbook,12.5,Windows 10,143896,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.50
237,1239,Lenovo,Notebook,13.3,Windows 10,130727,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.7
238,1258,Lenovo,Notebook,15.6,Windows 7,78052,1920x1080,Missing,Intel,i7,1.0TB,HDD,AMD,2-3 kg,8,2.5
239,1265,Lenovo,Notebook,15.6,Windows 10,78401,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.6
240,1270,Lenovo,2 in 1 Convertible,14.0,Windows 10,55639,1920x1080,IPS Panel,Intel,i7,128GB,SSD,Intel,1-2 kg,4,2.5
241,1271,Lenovo,2 in 1 Convertible,13.3,Windows 10,130727,3200x1800,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.5
242,1279,Lenovo,Notebook,15.6,Windows 10,78401,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.6
243,1284,Lenovo,2 in 1 Convertible,14.0,Windows 10,55639,1920x1080,IPS Panel,Intel,i7,128GB,SSD,Intel,1-2 kg,4,2.5
244,1285,Lenovo,2 in 1 Convertible,13.3,Windows 10,130727,3200x1800,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.5
245,1293,Lenovo,Notebook,15.6,Windows 10,78401,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.6
246,1298,Lenovo,2 in 1 Convertible,14.0,Windows 10,55639,1920x1080,IPS Panel,Intel,i7,128GB,SSD,Intel,1-2 kg,4,2.5
247,1299,Lenovo,2 in 1 Convertible,13.3,Windows 10,130727,3200x1800,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.5
248,24,HP,Ultrabook,15.6,Windows 10,57471,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,1.8
249,53,HP,Notebook,13.3,Windows 10,96192,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,8,1.8
250,86,HP,Ultrabook,15.6,Windows 10,60959,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,1-2 kg,8,1.8
251,92,HP,Notebook,13.3,Windows 10,104390,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,16,1.8
252,99,HP,Gaming,15.6,Windows 10,108925,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,12,2.8
253,100,HP,Notebook,15.6,Windows 10,62703,1920x1080,Missing,Intel,i7,256GB,SSD,AMD,1-2 kg,8,2.7
254,103,HP,Ultrabook,13.3,Windows 10,97587,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,1-2 kg,8,2.7
255,116,HP,Notebook,14.0,Windows 10,94535,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,8,1.8
256,123,HP,Notebook,17.3,Windows 10,110843,1920x1080,Missing,Intel,i7,512GB,SSD,Nvidia,2-3 kg,16,1.8
257,134,HP,Notebook,15.6,Windows 10,52151,1366x768,Missing,Intel,i7,1TB,HDD,Intel,2-3 kg,8,2.7
258,135,HP,Notebook,14.0,Windows 10,86163,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,1.8
259,198,HP,Gaming,17.3,Windows 10,120262,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.8
260,199,HP,Notebook,17.3,Windows 10,91134,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,1.8
261,217,HP,Notebook,14.0,Windows 10,89913,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,1-2 kg,8,1.8
262,229,HP,Notebook,15.6,Windows 10,110669,1920x1080,Missing,Intel,i7,1TB,HDD,AMD,1-2 kg,8,2.7
263,257,HP,Notebook,17.3,Windows 10,92355,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,16,1.8
264,268,HP,Notebook,17.3,Windows 10,88779,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,1.8
265,306,HP,2 in 1 Convertible,13.3,Windows 10,172239,1920x1080,Full HD,Intel,i7,256GB,SSD,Intel,1-2 kg,16,2.8
266,316,HP,2 in 1 Convertible,13.3,Windows 10,213577,3840x2160,IPS Panel,Intel,i7,1TB,SSD,Intel,1-2 kg,16,1.8
267,320,HP,Notebook,14.0,Windows 10,112675,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
268,323,HP,Notebook,15.6,Windows 10,78663,1366x768,IPS Panel,Intel,i7,1TB,HDD,Intel,2-3 kg,8,1.8
269,328,HP,Ultrabook,12.5,Windows 10,116425,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
270,351,HP,Notebook,15.6,Windows 10,113721,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
271,353,HP,Workstation,15.6,Windows 10,151594,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.8
272,369,HP,Ultrabook,14.0,Windows 10,152617,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
273,380,HP,Gaming,17.3,Windows 10,103867,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,3-4 kg,8,2.8
274,417,HP,Ultrabook,14.0,Windows 10,130814,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
275,422,HP,Notebook,15.6,Windows 10,124448,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,2-3 kg,8,2.9
276,428,HP,Gaming,17.3,Windows 10,174332,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,12,2.8
277,444,HP,Gaming,15.6,Windows 10,95843,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
278,452,HP,Workstation,15.6,Windows 10,133780,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Intel,2-3 kg,8,2.9
279,468,HP,Gaming,17.3,Windows 10,148169,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,3-4 kg,12,2.8
280,470,HP,2 in 1 Convertible,13.3,Windows 10,174332,3840x2160,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,8,1.8
281,497,HP,Notebook,14.0,Windows 10,152530,1920x1080,Missing,Intel,i7,1TB,SSD,Intel,1-2 kg,8,2.8
282,508,HP,Ultrabook,13.3,Windows 10,115378,1920x1080,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.7
283,521,HP,Ultrabook,13.3,Windows 10,122006,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
284,538,HP,Gaming,17.3,Windows 10,156890,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,12,2.8
285,542,HP,Ultrabook,13.3,Windows 10,99855,3200x1800,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
286,554,HP,Notebook,17.3,Windows 10,111628,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.7
287,586,HP,Gaming,17.3,Windows 10,130640,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.8
288,600,HP,Notebook,15.6,Windows 10,106308,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
289,617,HP,Ultrabook,15.6,Windows 10,121134,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.7
290,667,HP,Notebook,15.6,Windows 10,64971,1920x1080,Missing,Intel,i7,1TB,HDD,AMD,2-3 kg,8,2.7
291,692,HP,Workstation,17.3,Windows 10,166395,1920x1080,Missing,Intel,i7,500GB,HDD,Nvidia,3-4 kg,8,2.8
292,699,HP,Notebook,15.6,Windows 10,60087,1920x1080,IPS Panel,Intel,i7,500GB,HDD,AMD,2-3 kg,4,2.7
293,719,HP,Notebook,17.3,Windows 10,104651,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.7
294,736,HP,Workstation,15.6,Windows 10,210960,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,16,2.8
295,757,HP,Workstation,15.6,Windows 7,136134,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.6
296,800,HP,Workstation,15.6,Windows 10,180079,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,3-4 kg,8,2.8
297,810,HP,Gaming,17.3,Windows 10,152530,1920x1080,IPS Panel,Intel,i7,1TB,HDD,AMD,3-4 kg,12,2.8
298,844,HP,Ultrabook,14.0,Windows 7,163082,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.5
299,849,HP,Ultrabook,14.0,Windows 10,128024,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.5
300,857,HP,2 in 1 Convertible,13.3,Windows 10,223170,1920x1080,Full HD,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.8
301,891,HP,2 in 1 Convertible,13.3,Windows 10,122006,3200x1800,Quad HD+,Intel,i7,256GB,SSD,Intel,1-2 kg,16,2.7
302,897,HP,Notebook,15.6,Windows 10,78489,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.7
303,906,HP,Netbook,12.5,Windows 10,129332,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.7
304,913,HP,Notebook,15.6,Windows 10,88866,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.7
305,921,HP,Ultrabook,15.6,Windows 10,113110,1920x1080,Missing,Intel,i7,256GB,SSD,AMD,1-2 kg,8,2.5
306,922,HP,Ultrabook,13.3,Windows 10,100204,3200x1800,Quad HD+,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
307,950,HP,Workstation,15.6,Windows 10,196135,1920x1080,IPS Panel,Intel,i7,8GB,SSD,Nvidia,3-4 kg,8,2.7
308,978,HP,Notebook,15.6,Windows 10,50494,1366x768,Missing,Intel,i7,1TB,HDD,Intel,2-3 kg,6,2.7
309,996,HP,Ultrabook,13.3,Windows 10,117646,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
310,999,HP,Ultrabook,14.0,Windows 10,182181,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.7
311,1007,HP,Ultrabook,14.0,Windows 7,126367,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.6
312,1013,HP,Ultrabook,14.0,Windows 10,164583,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
313,1019,HP,Notebook,14.0,Windows 10,194391,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
314,1023,HP,Notebook,14.0,Windows 10,103381,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,1-2 kg,8,2.7
315,1034,HP,Notebook,15.6,Windows 10,107180,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
316,1035,HP,Ultrabook,12.5,Windows 10,117646,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
317,1051,HP,Notebook,15.6,Windows 10,85378,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,1-2 kg,8,2.7
318,1060,HP,Notebook,15.6,Windows 10,93314,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,2-3 kg,8,2.7
319,1073,HP,Notebook,13.3,Windows 10,95058,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
320,1083,HP,Ultrabook,13.3,Windows 10,178693,3840x2160,IPS Panel,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.7
321,1086,HP,Workstation,15.6,Windows 7,130378,1920x1080,Missing,Intel,i7,256GB,SSD,AMD,1-2 kg,8,2.5
322,1103,HP,Workstation,17.3,Windows 7,252821,1920x1080,IPS Panel,Intel,i7,1TB,HDD,AMD,3-4 kg,8,2.6
323,1113,HP,Ultrabook,13.3,Windows 10,171716,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.5
324,1130,HP,Notebook,15.6,Windows 10,54855,1366x768,Missing,Intel,i7,2TB,HDD,Intel,2-3 kg,8,2.7
325,1133,HP,Ultrabook,15.6,Windows 10,65581,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
326,1136,HP,Workstation,17.3,Windows 7,344427,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,3-4 kg,8,2.6
327,1139,HP,Ultrabook,15.6,Windows 7,189395,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
328,1143,HP,Workstation,15.6,Windows 7,194391,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.6
329,1144,HP,2 in 1 Convertible,13.3,Windows 10,156890,2560x1440,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.6
330,1145,HP,Workstation,15.6,Windows 7,165611,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,3-4 kg,8,2.6
331,1146,HP,Ultrabook,12.5,Windows 7,200317,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.50
332,1159,HP,2 in 1 Convertible,13.3,Windows 10,177995,2560x1440,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.6
333,1162,HP,Gaming,15.6,Windows 10,78401,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.8
334,1170,HP,Notebook,15.6,Windows 10,59215,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
335,1171,HP,Notebook,15.6,Windows 10,101076,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,2-3 kg,16,1.8
336,1184,HP,Notebook,15.6,Windows 10,69680,1920x1080,IPS Panel,Intel,i7,1TB,HDD,Nvidia,2-3 kg,6,2.6
337,1195,HP,Notebook,15.6,Windows 10,115727,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,12,2.8
338,1236,HP,Ultrabook,14.0,Windows 7,191704,2560x1440,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.5
339,1273,HP,Notebook,15.6,Windows 10,66628,1366x768,Missing,Intel,i7,1TB,HDD,AMD,2-3 kg,6,2.5
340,1287,HP,Notebook,15.6,Windows 10,66628,1366x768,Missing,Intel,i7,1TB,HDD,AMD,2-3 kg,6,2.5
341,1301,HP,Notebook,15.6,Windows 10,66628,1366x768,Missing,Intel,i7,1TB,HDD,AMD,2-3 kg,6,2.5
342,8,Asus,Ultrabook,14.0,Windows 10,130378,1920x1080,Missing,Intel,i7,512GB,SSD,Nvidia,1-2 kg,16,1.8
343,65,Asus,Ultrabook,15.6,Windows 10,172937,1920x1080,Missing,Intel,i7,512GB,SSD,Nvidia,1-2 kg,16,2.8
344,69,Asus,Gaming,17.3,Linux,82762,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,3-4 kg,12,2.8
345,75,Asus,Gaming,15.6,Windows 10,82762,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,2-3 kg,8,2.8
346,88,Asus,Gaming,15.6,Windows 10,126367,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,16,2.8
347,94,Asus,Ultrabook,14.0,Windows 10,91483,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,2.7
348,107,Asus,Ultrabook,14.0,Windows 10,104041,1920x1080,IPS Panel,Intel,i7,256GB,SSD,Nvidia,1-2 kg,8,2.7
349,110,Asus,Ultrabook,15.6,Windows 10,110059,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,1-2 kg,16,1.8
350,119,Asus,Notebook,15.6,Windows 10,97500,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,1-2 kg,8,1.8
351,145,Asus,Ultrabook,14.0,Windows 10,95843,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,1-2 kg,8,1.8
352,211,Asus,Gaming,17.3,Windows 10,122704,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
353,238,Asus,Gaming,17.3,Windows 10,339246,1920x1080,Missing,Intel,i7,512GB,Hybride,Nvidia,3-4 kg,32,2.9
354,241,Asus,Notebook,17.3,Windows 10,99855,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,1.8
355,242,Asus,Notebook,17.3,No OS,77529,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.7
356,247,Asus,Gaming,17.3,Windows 10,261542,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,3-4 kg,16,2.9
357,251,Asus,Gaming,17.3,Windows 10,156890,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.8
358,266,Asus,2 in 1 Convertible,13.3,Windows 10,130727,1920x1080,Full HD,Intel,i7,512GB,SSD,Intel,1-2 kg,8,1.8
359,291,Asus,Gaming,17.3,Windows 10,103518,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,3-4 kg,8,2.8
360,299,Asus,Ultrabook,15.6,Windows 10,128024,1920x1080,Missing,Intel,i7,512GB,SSD,Nvidia,1-2 kg,16,2.7
361,301,Asus,Gaming,17.3,Windows 10,185059,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
362,304,Asus,Gaming,15.6,Windows 10,110320,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
363,322,Asus,Notebook,14.0,Windows 10,95407,1920x1080,Missing,Intel,i7,256GB,SSD,Intel,3-4 kg,8,2.7
364,327,Asus,Ultrabook,15.6,Windows 10,91561,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,1-2 kg,8,2.7
365,332,Asus,Notebook,14.0,Windows 10,116338,1920x1080,Missing,Intel,i7,256GB,Hybride,Intel,3-4 kg,8,2.7
366,334,Asus,Gaming,15.6,Windows 10,87122,1920x1080,Missing,Intel,i7,256GB,SSD,Nvidia,2-3 kg,8,2.8
367,370,Asus,2 in 1 Convertible,15.6,Windows 10,95843,1920x1080,Full HD,Intel,i7,512GB,Hybride,Nvidia,2-3 kg,12,2.7
368,382,Asus,Gaming,15.6,Windows 10,144332,1920x1080,IPS Panel,Intel,i7,128GB,Hybride,Nvidia,2-3 kg,8,2.8
369,384,Asus,Ultrabook,13.3,Windows 10,152521,1920x1080,Full HD,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.7
370,390,Asus,Gaming,17.3,Windows 10,90611,1920x1080,Missing,Intel,i7,1TB,HDD,Nvidia,3-4 kg,8,2.8
371,391,Asus,Gaming,17.3,Windows 10,138751,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.8
372,401,Asus,Gaming,17.3,Windows 10,133344,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,2-3 kg,16,2.8
373,405,Asus,Ultrabook,14.0,Windows 10,163344,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,8,2.7
374,474,Asus,Notebook,15.6,Windows 10,113285,3840x2160,IPS Panel,Intel,i7,128GB,Hybride,Intel,2-3 kg,12,2.6
375,489,Asus,Ultrabook,12.5,Windows 10,170059,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,3-4 kg,16,2.7
376,492,Asus,Gaming,15.6,Windows 10,117733,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,1-2 kg,8,2.8
377,494,Asus,Gaming,17.3,Windows 10,110669,1920x1080,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,24,2.6
378,506,Asus,Notebook,15.6,Windows 10,106745,1920x1080,Missing,Intel,i7,256GB,Hybride,Intel,3-4 kg,8,2.7
379,517,Asus,Gaming,15.6,Windows 10,258839,1920x1080,Missing,Intel,i7,512GB,SSD,Nvidia,2-3 kg,24,2.8
380,519,Asus,Gaming,17.3,Windows 10,131163,1920x1080,Missing,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,16,2.8
381,532,Asus,Notebook,15.6,Windows 10,113285,3840x2160,IPS Panel,Intel,i7,256GB,Hybride,Nvidia,3-4 kg,8,2.7
382,615,Asus,Gaming,17.3,Windows 10,101861,1920x1080,Missing,Intel,i7,128GB,Hybride,Nvidia,3-4 kg,8,2.8
383,630,Asus,Ultrabook,14.0,Windows 10,165699,1920x1080,Missing,Intel,i7,512GB,SSD,Intel,1-2 kg,16,2.7
